148		46809	プライムキャッチャー
149		46810	ポケモン回収サイクロン
150		46811	むしとりセット
151		46812	夜のタンカ
152		46813	きらめく結晶
153		46814	緊急ボード
154		46815	くさりもち
155		46816	ゴージャスマント
156		46817	ハバンのみ
157		46818	ブーストエナジー 古代
158		46819	ブーストエナジー 未来
159		46820	マキシマムベルト
160		46821	ワザマシン エヴォリューション
161		46822	ワザマシン デヴォリューション
162		46823	アオキの手際
163		46824	アカマツ
164		46825	アクロマの執念
165		46826	暗号マニアの解読
166		46827	アンズの秘技
167		46828	オーリム博士の気迫
168		46829	スイレンのお世話
169		46830	スグリ
170		46831	ゼイユ
171		46832	タロ
172		46833	探検家の先導
173		46834	ネリネ
174		46835	パルデアの仲間たち
175		46836	フトゥー博士のシナリオ
176		46837	ブライア
177		46838	ベルのまごころ
178		46839	マツバの確信
179		46840	メロコ
180		46841	お祭り会場
181		46842	ジャミングタワー
182		46843	ゼロの大空洞
183		46844	月明かりの丘
184		46845	ニュートラルセンター
185		46846	ジェットエネルギー
186		46847	ミストエネルギー
187		46848	レガシーエネルギー
001		46849	スボミー
002		46850	リーフィア
004		46851	モンメン
005		46852	エルフーン
188	ic_rare_sr_c	47109	アオキの手際
189	ic_rare_sr_c	47110	オルティガ
190	ic_rare_sr_c	47111	コルサ
191	ic_rare_sr_c	47112	シュウメイ
192	ic_rare_sr_c	47113	シュウメイ
193	ic_rare_sr_c	47114	タイム
194	ic_rare_sr_c	47115	ネリネ
195	ic_rare_sr_c	47116	パルデアの仲間たち
196	ic_rare_sr_c	47117	ピーニャ
197	ic_rare_sr_c	47118	ビワ
198	ic_rare_sr_c	47119	メロコ
199	ic_rare_sr_c	47120	レホール
200	ic_rare_sar	47121	リーフィアex
201	ic_rare_sar	47122	オーガポン みどりのめんex
202	ic_rare_sar	47123	ブースターex
203	ic_rare_sar	47124	ソウブレイズex
204	ic_rare_sar	47125	オーガポン かまどのめんex
205	ic_rare_sar	47126	シャワーズex
206	ic_rare_sar	47127	グレイシアex
207	ic_rare_sar	47128	イルカマンex
208	ic_rare_sar	47129	オーガポン いどのめんex
209	ic_rare_sar	47130	サンダースex
210	ic_rare_sar	47131	テツノカイナex
211	ic_rare_sar	47132	エーフィex
212	ic_rare_sar	47133	ニンフィアex
213	ic_rare_sar	47134	テツノブジンex
214	ic_rare_sar	47135	テツノカシラex
215	ic_rare_sar	47136	スナノケガワex
216	ic_rare_sar	47137	オーガポン いしずえのめんex
217	ic_rare_sar	47138	ブラッキーex
218	ic_rare_sar	47139	トドロクツキex
219	ic_rare_sar	47140	モモワロウex
220	ic_rare_sar	47141	サーフゴーex
221	ic_rare_sar	47142	ドラパルトex
222	ic_rare_sar	47143	タケルライコex
223	ic_rare_sar	47144	イーブイex
224	ic_rare_sar	47145	イーブイex
225	ic_rare_sar	47146	ガチグマ アカツキex
226	ic_rare_sar	47147	テラパゴスex
227	ic_rare_sar	47148	アカマツ
228	ic_rare_sar	47149	アンズの秘技
229	ic_rare_sar	47150	カキツバタ
230	ic_rare_sar	47151	スグリ
231	ic_rare_sar	47152	タロ
232	ic_rare_sar	47153	ネリネ
233	ic_rare_ur_c	47154	テツノイサハex
234	ic_rare_ur_c	47155	オーガポン みどりのめんex
235	ic_rare_ur_c	47156	ウネルミナモex
236	ic_rare_ur_c	47157	ピカチュウex
237	ic_rare_ur_c	47158	テラパゴスex
